id;texto;setor_destino;canal;urgencia_referencia;particao_recomendada
ATE-00019;"Preciso solicitar um histórico escolar; além disso, também preciso de orientação sobre uma disciplina.";secretaria_academica;chat;media;teste
ATE-00020;Nesta semana, meu nome saiu incorreto em um documento acadêmico.;secretaria_academica;presencial;media;teste
ATE-00021;Quero saber sobre a emissão de declaração, depois de tentar pelo portal.;secretaria_academica;presencial;alta;treino
ATE-00022;não consigo abrir o ambiente virtual. além disso, um livro devolvido ainda aparece comigo. ...;biblioteca;portal;baixa;teste
ATE-00023;Gostaria de solicitar apoio: pessoal, o desconto da mensalidade não apareceu Fico no aguardo.;financeiro;presencial;media;treino
ATE-00024;"Não consigo acessar a base de periódicos; situação observada nesta semana.";biblioteca;presencial;baixa;teste
ATE-00025;"Olá, a plataforma fica em tela branca; além disso, também preciso confirmar um documento acadêmico.";suporte_tecnico;email;media;validacao
ATE-00026;não consigo entrar no portal e, em paralelo, tenho dúvida sobre um registro.;suporte_tecnico;telefone;alta;validacao
ATE-00027;Preciso discutir equivalência de conteúdo entre disciplinas. Isso aconteceu na solicitação que abri recentemente.;coordenacao;email;media;treino
ATE-00028;"oi, tenho um problema recorrente em uma turma e preciso de orientação; ao mesmo tempo, preciso confirmar um estorno";financeiro;email;media;treino
ATE-00029;"meu pagamento ainda não foi reconhecido; além disso, o portal também está dando erro.";financeiro;telefone;baixa;treino
ATE-00030;GENTE, ESTOU COM UMA DÚVIDA, QUERO ENTENDER UMA COBRANÇA NA MENSALIDADE. PODEM VERIFICAR?;financeiro;email;baixa;teste
ATE-00031;"Preciso renovar um livro; ao mesmo tempo, quero informações sobre calendário de matrícula.";secretaria_academica;portal;media;treino
ATE-00032;"Minha matrícula não aparece corretamente; situação observada antes de enviar outro pedido.";secretaria_academica;presencial;media;teste
ATE-00033;Registro a seguinte situação: não consigo abrir o ambiente virtual;suporte_tecnico;telefone;media;teste
ATE-00034;olá, preciso de orientação sobre uma decisão acadêmica que não é apenas cadastral? 😕;coordenacao;chat;alta;treino
ATE-00035;O valor da parcela está diferente e também preciso avaliar uma situação excepcional no meu percurso acadêmico.;financeiro;presencial;alta;teste
ATE-00036;Então, um livro devolvido ainda aparece comigo.;biblioteca;presencial;alta;validacao
ATE-00037;Gente, oi, tenho dúvida sobre um registro. Minha solicitação principal é: minha senha não funciona. Conseguem me orientar?;suporte_tecnico;telefone;media;treino
ATE-00038;Quero informações sobre calendário de matrícula.;secretaria_academica;email;media;treino
ATE-00039;"Então, meu nome saiu incorreto em um documento acadêmico; ao mesmo tempo, quero entender uma cobrança na mensalidade.";financeiro;email;alta;treino
ATE-00040;"Preciso da segunda via do boleto; situação observada no semestre atual.";financeiro;telefone;alta;treino
ATE-00041;Venho informar, minha matricula mostra uma informação estranha. Minha solicitação principal é: não consigo entrar no portal. Obrigado.;suporte_tecnico;chat;alta;treino
ATE-00042;"Alguém consegue me ajudar, quero orientação sobre uma situação com uma disciplina; ao mesmo tempo, não consigo abrir o ambiente virtual. Conseguem me orientar?";suporte_tecnico;presencial;media;treino
ATE-00043;quero confirmar a multa de um empréstimo atrasado. 😤;biblioteca;email;media;validacao
ATE-00044;Também apareceu uma cobrança que não reconheço, mas o que preciso resolver primeiro é que quero orientação acadêmica antes de escolher as próximas matérias.;coordenacao;email;baixa;treino
ATE-00045;O boleto continua pendente, mas o que preciso resolver primeiro é que uma disciplina não consta no meu registro.;secretaria_academica;telefone;media;treino
ATE-00046;Quero discutir uma situação pedagógica com a turma.;coordenacao;chat;media;treino
ATE-00047;uma disciplina não consta no meu registro;secretaria_academica;presencial;media;treino
ATE-00048;nao consigo visualizar o boleto deste mês.;financeiro;chat;media;treino
ATE-00049;Minha matrícula mostra uma informação estranha. Minha solicitação principal é: o sistema fecha antes de concluir a operação. Fico no aguardo;suporte_tecnico;portal;media;validacao
ATE-00050;Depois de consultar as orientações disponíveis, o aplicativo não carrega.;suporte_tecnico;chat;baixa;treino
ATE-00051;Preciso corrigir meus dados acadêmicos?!;secretaria_academica;telefone;media;treino
ATE-00052;Solicito orientação: não consigo visualizar o boleto deste mês, mas tenho ainda outra questão: quero conversar sobre pré-requisitos e sequência de disciplinas.;financeiro;telefone;alta;treino
ATE-00053;"Por favor, tenho um problema recorrente em uma turma e preciso de orientação; situação observada nesta semana.";coordenacao;telefone;alta;validacao
ATE-00054;fiz o pagamento e ainda aparece pendência ...;financeiro;presencial;baixa;treino
ATE-00055;"Quero orientação sobre uma situação com uma disciplina; ao mesmo tempo, uma disciplina não consta no meu registro.";secretaria_academica;telefone;media;treino
ATE-00056;também apareceu uma cobrança que não reconheço. minha solicitação principal é: quero discutir uma situação pedagógica com a turma.;coordenacao;email;baixa;treino
ATE-00057;Preciso de ajuda, também preciso de orientação sobre uma disciplina. Minha solicitação principal é: preciso confirmar um estorno.;financeiro;portal;alta;treino
ATE-00058;"gostaria de registrar, não consigo entrar no portal; ao mesmo tempo, preciso atualizar um documento da matrícula. obrigada.";secretaria_academica;email;baixa;treino
ATE-00059;Preciso conferir um livro. Minha solicitação principal é: preciso confirmar um estorno.;financeiro;chat;media;treino
ATE-00060;Solicito orientação: oi, o sistema fecha antes de concluir a operação? Como resolvo?;suporte_tecnico;portal;baixa;treino
ATE-00061;não consigo acessar uma tela do sistema, mas o que preciso resolver primeiro é que quero entender o procedimento de trancamento!;secretaria_academica;presencial;alta;treino
ATE-00062;Gente, olá, aparece uma mensagem de erro toda vez que faço login. Além disso, meu pagamento ainda não foi reconhecido.;financeiro;email;media;treino
ATE-00063;Por favor, só queria entender, o boleto continua pendente. Minha solicitação principal é: a plataforma fica em tela branca.;suporte_tecnico;portal;baixa;treino
ATE-00064;queria uma orientação, quero confirmar a multa de um empréstimo atrasado. agradeço se puderem olhar isso.;biblioteca;email;baixa;treino
ATE-00065;o boleto continua pendente, mas o que preciso resolver primeiro é que não consigo acessar a base de periódicos.;biblioteca;email;alta;treino
ATE-00066;Preciso consultar uma pendência de empréstimo. Isso aconteceu nesta semana.;biblioteca;presencial;alta;treino
ATE-00067;preciso avaliar uma situação excepcional no meu percurso acadêmico e também não consigo entrar no portal.;coordenacao;chat;alta;treino
ATE-00068;Queria uma orientação, quero conversar sobre pré-requisitos e sequência de disciplinas. Obrigado.;coordenacao;email;media;treino
ATE-00069;O aplicativo não carrega, para resolver ainda este mês.;suporte_tecnico;presencial;media;treino
ATE-00070;"preciso de informações sobre vencimento e juros; ao mesmo tempo, preciso consultar uma pendência de empréstimo. 😤";biblioteca;chat;baixa;treino
ATE-00071;"Quero entender uma cobrança na mensalidade; além disso, há uma questão pedagógica que preciso avaliar.";financeiro;telefone;alta;validacao
ATE-00072;O desconto da mensalidade não apareceu, na solicitação que abri recentemente.;financeiro;chat;alta;treino
ATE-00073;"QUERO NEGOCIAR UMA PENDÊNCIA FINANCEIRA; ALÉM DISSO, MEU LOGIN FALHA ÀS VEZES.";financeiro;email;alta;validacao
ATE-00074;Quero orientação sobre uma situação com uma disciplina, mas tenho ainda outra questão: não consigo anexar o arquivo no portal. Conseguem me orientar?!;coordenacao;presencial;alta;treino
ATE-00075;"Olá, bom dia, a devoluçao de um livro ainda não foi registrada; ao mesmo tempo, meu nome saiu incorreto em um documento acadêmico. Podem verificar?";secretaria_academica;portal;media;treino
ATE-00076;"Registro a seguinte situação: quero entender uma cobrança na mensalidade; além disso, quero discutir uma decisão acadêmica.";financeiro;presencial;baixa;teste
ATE-00077;"GOSTARIA DE REGISTRAR, A PÁGINA APRESENTA ERRO QUANDO TENTO ACESSAR; ALÉM DISSO, TAMBÉM APARECEU UMA COBRANÇA QUE NÃO RECONHEÇO. OBRIGADA.";suporte_tecnico;telefone;alta;treino
ATE-00078;"Oi, preciso solicitar aproveitamento de documentação já entregue; além disso, o portal também está dando erro.";secretaria_academica;telefone;baixa;validacao
ATE-00079;No semestre atual, o valor da parcela está diferente.;financeiro;telefone;media;treino
ATE-00080;"então, quero reservar um exemplar; ao mesmo tempo, a plataforma fica em tela branca.";suporte_tecnico;presencial;alta;teste
ATE-00081;preciso conferir um livro, mas o que preciso resolver primeiro é que não consigo visualizar o boleto deste mês.;financeiro;chat;baixa;treino
ATE-00082;Preciso renovar um livro e, em paralelo, quero discutir uma decisão acadêmica.;biblioteca;portal;baixa;treino
ATE-00083;Preciso solicitar aproveitamento de documentação já entregue, mas tenho ainda outra questão: tenho um problema recorrente em uma turma e preciso de orientação.;secretaria_academica;chat;baixa;treino
ATE-00084;Minha senha não funciona. Isso aconteceu nesta semana.;suporte_tecnico;email;media;treino
ATE-00085;"Meu pagamento ainda não foi reconhecido; situação observada desde o começo da semana.";financeiro;email;baixa;teste
ATE-00086;Então, a devolução de um livro ainda não foi registrada!;biblioteca;telefone;media;treino
ATE-00087;Uma disciplina não consta no meu registro. Isso aconteceu para conseguir seguir com o processo.;secretaria_academica;chat;media;treino
ATE-00088;por favor, olá, quero negociar uma pendência financeira podem verificar?;financeiro;email;media;treino
ATE-00089;meu nome saiu incorreto em um documento acadêmico. ...;secretaria_academica;telefone;media;treino
ATE-00090;"Preciso de ajuda, aparece uma mensagem de erro toda vez que faço login; além disso, também preciso confirmar um documento acadêmico. Obrigada.";suporte_tecnico;presencial;media;validacao
ATE-00091;Oi, não consigo visualizar o boleto deste mês. Agradeço se puderem olhar isso.;financeiro;portal;media;treino
ATE-00092;Quero confirmar a multa de um empréstimo atrasado.;biblioteca;chat;alta;teste
ATE-00093;Por favor, preciso atualizar um documento da matrícula?;secretaria_academica;chat;baixa;validacao
ATE-00094;Oi, preciso confirmar um estorno.;financeiro;presencial;media;treino
ATE-00095;"preciso solicitar um histórico escolar; além disso, meu login falha às vezes.";secretaria_academica;email;alta;treino
ATE-00096;Preciso falar com a coordenação sobre meu planejamento acadêmico e também fiz o pagamento e ainda aparece pendência.;coordenacao;chat;baixa;treino
ATE-00097;não consigo anexar o arquivo no portal e, em paralelo, também preciso de orientação sobre uma disciplina. 😤;suporte_tecnico;email;baixa;teste
ATE-00098;Quero informações sobre calendário de matrícula, antes de enviar outro pedido.;secretaria_academica;portal;baixa;treino
ATE-00099;Oi, preciso de ajuda, preciso atualizar um documento da matrícula. Isso pode ser verificado, por favor?;secretaria_academica;chat;media;treino
ATE-00100;Por favor, estou com uma dúvida, aparece uma mensagem de erro toda vez que faço login e, em paralelo, também preciso de orientação sobre uma disciplina. Preciso de um retorno.;suporte_tecnico;presencial;media;treino
ATE-00101;Também preciso confirmar um documento acadêmico. Minha solicitação principal é: preciso saber o horário de atendimento da biblioteca.;biblioteca;chat;media;teste
ATE-00102;Nesta semana, quero saber sobre a emissão de declaração.;secretaria_academica;portal;baixa;treino
ATE-00103;NÃO CONSIGO ACESSAR A BASE DE PERIÓDICOS E, EM PARALELO, TAMBÉM PRECISO CONFIRMAR UM DOCUMENTO ACADÊMICO;biblioteca;presencial;alta;teste
ATE-00104;Oi, a plataforma fica em tela branca? Obrigada.;suporte_tecnico;chat;media;treino
ATE-00105;Gente, bom dia, preciso de informações sobre vencimento e juros Conseguem me orientar?;financeiro;telefone;media;treino
ATE-00106;Então, há uma questão pedagógica que preciso avaliar. Minha solicitação principal é: minha matrícula não aparece corretamente!;secretaria_academica;email;baixa;treino
ATE-00107;POR FAVOR, O PORTAL TAMBÉM ESTÁ DANDO ERRO, MAS O QUE PRECISO RESOLVER PRIMEIRO É QUE PRECISO DA SEGUNDA VIA DO BOLETO.;financeiro;telefone;baixa;teste
ATE-00108;Solicito orientação: preciso conferir um livro. Minha solicitação principal é: meu nome saiu incorreto em um documento acadêmico;secretaria_academica;presencial;alta;treino
ATE-00109;nao consigo acessar a base de periódicos?;biblioteca;chat;alta;treino
ATE-00110;Depois de consultar as orientações disponíveis, minha matrícula não aparece corretamente.;secretaria_academica;chat;media;validacao
ATE-00111;Gente, quero confirmar o status da rematrícula, antes do início das aulas.;secretaria_academica;chat;alta;treino
ATE-00112;preciso solicitar aproveitamento de documentação já entregue. Isso aconteceu antes do prazo informado.;secretaria_academica;portal;media;treino
ATE-00113;"Quero orientação sobre uma situação com uma disciplina; além disso, também tenho uma pendência de empréstimo; situação observada desde o começo da semana.";coordenacao;email;media;treino
ATE-00114;Oi, o link de recuperação de senha não chega.;suporte_tecnico;presencial;alta;treino
ATE-00115;"gente, não consigo acessar um artigo pelo portal da biblioteca; preciso de retorno.";biblioteca;email;baixa;treino
ATE-00116;preciso confirmar um estorno?;financeiro;portal;baixa;treino
ATE-00117;Estou com uma dúvida, quero confirmar o status da rematrícula e também preciso renovar um livro. Agradeço se puderem olhar isso.;secretaria_academica;presencial;media;validacao
ATE-00118;meu login falha às vezes, mas o que preciso resolver primeiro é que preciso solicitar aproveitamento de documentação já entregue.;secretaria_academica;portal;media;validacao
ATE-00119;Solicito orientação: tambem tenho uma pendência de empréstimo. Minha solicitação principal é: quero confirmar o status da rematrícula.;secretaria_academica;portal;baixa;treino
ATE-00120;Preciso renovar um livro. Isso aconteceu no semestre atual.;biblioteca;chat;media;treino
ATE-00121;Registro a seguinte situação: também preciso confirmar um documento acadêmico. Minha solicitação principal é: a devolução de um livro ainda não foi registrada.;biblioteca;telefone;media;teste
ATE-00122;Então, também preciso de orientação sobre uma disciplina. Minha solicitação principal é: a devolução de um livro ainda não foi registrada.;biblioteca;email;media;validacao
ATE-00123;minha matrícula não aparece corretamente?!!!;secretaria_academica;chat;media;treino
ATE-00124;venho informar, quero conversar sobre pré-requisitos e sequência de disciplinas fico no aguardo;coordenacao;portal;baixa;treino
ATE-00125;Oi, olá, queria uma orientação, quero discutir uma situação pedagógica com a turma e, em paralelo, também tenho uma pendência de empréstimo. Como resolvo.;coordenacao;portal;alta;treino
ATE-00126;Registro a seguinte situação: preciso solicitar um histórico escolar. Isso aconteceu depois de tentar pelo portal.;secretaria_academica;chat;baixa;treino
ATE-00127;"Preciso de orientação sobre uma decisão acadêmica que não é apenas cadastral; situação observada desde o começo da semana.";coordenacao;chat;baixa;teste
ATE-00128;Então, preciso conversar sobre a organização da minha grade;coordenacao;portal;alta;treino
ATE-00129;Alguém consegue me ajudar, também apareceu uma cobrança que não reconheço, mas o que preciso resolver primeiro é que não consigo abrir o ambiente virtual. Preciso de um retorno;suporte_tecnico;chat;alta;validacao
ATE-00130;Venho informar, preciso atualizar um documento da matrícula e também meu acesso está bloqueado. Podem verificar?;secretaria_academica;presencial;media;teste
ATE-00131;"Quero informações sobre calendário de matrícula; situação observada nesta semana.";secretaria_academica;chat;media;teste
ATE-00132;Estou com uma dúvida, não consigo acessar um artigo pelo portal da biblioteca. Isso pode ser verificado, por favor?;biblioteca;chat;baixa;treino
ATE-00133;Por favor, quero confirmar o status da rematrícula, antes do início das aulas.;secretaria_academica;chat;media;treino
ATE-00134;Oi, meu pagamento ainda não foi reconhecido;financeiro;presencial;media;treino
ATE-00135;Então, minha matrícula não aparece corretamente.;secretaria_academica;portal;baixa;treino
ATE-00136;alguém consegue me ajudar, preciso avaliar uma situação excepcional no meu percurso acadêmico além disso, n consigo acessar a base de periódicos obrigada;biblioteca;email;media;validacao
ATE-00137;Registro a seguinte situação: pessoal, aparece uma mensagem de erro toda vez que faço login. Preciso de um retorno.;suporte_tecnico;portal;media;treino
ATE-00138;Por favor, quero reservar um exemplar?;biblioteca;email;media;treino
ATE-00139;Então, quero discutir uma situação pedagógica com a turma;coordenacao;email;media;treino
ATE-00140;"Gente, quero saber sobre a emissão de declaração; além disso, tenho dúvida sobre um pagamento.";secretaria_academica;portal;baixa;teste
ATE-00141;meu nome saiu incorreto em um documento acadêmico e, em paralelo, preciso conferir um livro.;secretaria_academica;presencial;media;treino
ATE-00142;preciso consultar uma pendência de empréstimo?;biblioteca;email;baixa;treino
ATE-00143;uma disciplina não consta no meu registro. Isso aconteceu desde ontem.;secretaria_academica;email;baixa;teste
ATE-00144;oi, quero confirmar a multa de um empréstimo atrasado podem verificar;biblioteca;portal;media;validacao
ATE-00145;Bom dia, quero entender o procedimento de trancamento. Como resolvo?;secretaria_academica;portal;alta;treino
ATE-00146;Quero confirmar o status da rematrícula, depois de tentar pelo portal.;secretaria_academica;presencial;media;treino
ATE-00147;Oi, quero discutir uma situação pedagógica com a turma e, em paralelo, nao consigo acessar uma tela do sistema.;coordenacao;portal;media;validacao
ATE-00148;"Estou com uma dúvida, quero reservar um exemplar; ao mesmo tempo, preciso avaliar uma situação excepcional no meu percurso acadêmico.";coordenacao;chat;media;treino
ATE-00149;Olá, boa tarde, meu pagamento ainda não foi reconhecido Obrigada.;financeiro;presencial;alta;treino
ATE-00150;gostaria de registrar, preciso falar com a coordenação sobre meu planejamento acadêmico além disso, n consigo acessar a base de periódicos obrigada;biblioteca;presencial;media;treino
ATE-00151;Solicito orientação: quero reservar um exemplar!;biblioteca;chat;media;teste
ATE-00152;Oi, preciso conversar sobre a organização da minha grade. Conseguem me orientar?;coordenacao;email;baixa;treino
ATE-00153;"preciso solicitar um histórico escolar; além disso, o portal também está dando erro!";secretaria_academica;portal;baixa;teste
ATE-00154;Oi, preciso conferir um livro. Minha solicitação principal é: meu pagamento ainda não foi reconhecido.;financeiro;email;baixa;validacao
ATE-00155;"Gente, quero orientação acadêmica antes de escolher as próximas matérias; além disso, também tenho uma pendência de empréstimo.";coordenacao;chat;media;treino
ATE-00156;"Estou com uma dúvida, preciso de orientação sobre uma decisão acadêmica que não é apenas cadastral; além disso, meu login falha às vezes. Como resolvo?";coordenacao;email;media;treino
ATE-00157;"Quero entender o procedimento de trancamento; além disso, há uma questão pedagógica que preciso avaliar.";secretaria_academica;portal;media;treino
ATE-00158;Oi, quero entender o procedimento de trancamento, mas tenho ainda outra questão: não consigo visualizar o boleto deste mês. Obrigado.;secretaria_academica;portal;alta;treino
ATE-00159;PRECISO DA SEGUNDA VIA DO BOLETO.;financeiro;presencial;baixa;teste
ATE-00160;Então, queria uma orientação, minha matrícula não aparece corretamente? Fico no aguardo.;secretaria_academica;portal;alta;validacao
ATE-00161;Estou com uma dúvida, quero saber sobre a emissão de declaração. Obrigado.;secretaria_academica;chat;media;treino
ATE-00162;venho informar, a página apresenta erro quando tento acessar? isso pode ser verificado, por favor?;suporte_tecnico;chat;media;treino
ATE-00163;minha matrícula mostra uma informação estranha, mas o que preciso resolver primeiro é que preciso conversar sobre a organização da minha grade.;coordenacao;chat;media;treino
ATE-00164;Boa tarde, meu pagamento ainda não foi reconhecido. Isso pode ser verificado, por favor?;financeiro;chat;baixa;teste
ATE-00165;;secretaria_academica;chat;alta;treino
ATE-00166;A página apresenta erro quando tento acessar Obrigado;suporte_tecnico;portal;media;treino
ATE-00167;O comprovante foi enviado, mas o débito continua aberto e também preciso falar com a coordenação sobre meu planejamento acadêmico.;financeiro;email;alta;treino
ATE-00168;Para organizar minha situação, minha matrícula não aparece corretamente.;secretaria_academica;portal;alta;treino
ATE-00169;Oi, não consigo acessar uma tela do sistema, mas o que preciso resolver primeiro é que tenho um problema recorrente em uma turma e preciso de orientação.;coordenacao;portal;baixa;treino
ATE-00170;Na solicitação que abri recentemente, o aplicativo não carrega.;suporte_tecnico;telefone;baixa;treino
ATE-00171;OLÁ, QUERO CONFIRMAR O STATUS DA REMATRÍCULA. COMO RESOLVO?;secretaria_academica;portal;alta;treino
ATE-00172;Preciso de ajuda, também preciso de orientação sobre uma disciplina, mas o que preciso resolver primeiro é que preciso consultar uma pendência de empréstimo. Preciso de um retorno.;biblioteca;presencial;media;treino
ATE-00173;"Não consigo entrar no portal; situação observada para conseguir seguir com o processo.";suporte_tecnico;portal;media;teste
ATE-00174;"preciso renovar um livro; situação observada depois de tentar pelo portal.";biblioteca;portal;baixa;treino
ATE-00175;Olá, bom dia, o comprovante foi enviado, mas o débito continua aberto. Agradeço se puderem olhar isso.;financeiro;email;alta;treino
ATE-00176;"Olá, o aplicativo não carrega; além disso, preciso conferir um livro.";suporte_tecnico;presencial;alta;treino
ATE-00177;Olá, minha senha não funciona. Além disso, preciso renovar um livro.;biblioteca;chat;alta;teste
ATE-00178;não consigo abrir o ambiente virtual. além disso, meu pagamento ainda não foi reconhecido.;financeiro;email;media;treino
ATE-00179;"Venho informar, o desconto da mensalidade não apareceu; além disso, minha matrícula mostra uma informação estranha!";financeiro;portal;media;teste
ATE-00180;"Gente, meu pagamento ainda não foi reconhecido; além disso, também preciso confirmar um documento acadêmico Podem verificar?";financeiro;portal;alta;treino
ATE-00181;Meu login falha às vezes, mas o que preciso resolver primeiro é que preciso corrigir meus dados acadêmicos.;secretaria_academica;portal;alta;treino
ATE-00182;Desde o começo da semana, meu pagamento ainda não foi reconhecido.;financeiro;chat;alta;treino
ATE-00183;oi, preciso confirmar um estorno. isso pode ser verificado, por favor?;financeiro;email;baixa;validacao
ATE-00184;OI, PRECISO SABER O HORÁRIO DE ATENDIMENTO DA BIBLIOTECA;biblioteca;telefone;media;treino
ATE-00185;Por favor, o comprovante foi enviado, mas o débito continua aberto;financeiro;presencial;media;treino
ATE-00186;Tenho dúvida sobre um registro. Minha solicitação principal é: preciso de orientação sobre uma decisão acadêmica que não é apenas cadastral.;coordenacao;email;baixa;treino
ATE-00187;Quero conversar sobre pré-requisitos e sequência de disciplinas.;coordenacao;presencial;baixa;treino
ATE-00188;Gente, venho informar, preciso da segunda via do boleto. Além disso, meu acesso está bloqueado. Fico no aguardo.;suporte_tecnico;telefone;baixa;treino
ATE-00189;Olá, o boleto continua pendente. Minha solicitação principal é: preciso discutir equivalência de conteúdo entre disciplinas;coordenacao;portal;media;treino
ATE-00190;Desde ontem, quero conversar sobre pré-requisitos e sequência de disciplinas.;coordenacao;chat;baixa;treino
ATE-00191;Quero conversar sobre pré-requisitos e sequência de disciplinas, depois de consultar as orientações disponíveis.;coordenacao;chat;media;treino
ATE-00192;Gostaria de solicitar apoio: quero orientação sobre uma situação com uma disciplina?;coordenacao;chat;baixa;treino
ATE-00193;O valor da parcela está diferente, para resolver ainda este mês.;financeiro;portal;media;validacao
ATE-00194;a página apresenta erro quando tento acessar além disso, quero informações sobre calendário de matricula;secretaria_academica;chat;baixa;treino
ATE-00195;TENHO DÚVIDA SOBRE UM REGISTRO, MAS O QUE PRECISO RESOLVER PRIMEIRO É QUE O APLICATIVO NÃO CARREGA.;suporte_tecnico;telefone;media;treino
ATE-00196;Solicito orientação: também preciso confirmar um documento acadêmico, mas o que preciso resolver primeiro é que não consigo entrar no portal.;suporte_tecnico;telefone;media;validacao
ATE-00197;Oi, preciso consultar uma pendência de empréstimo? Obrigada.;biblioteca;telefone;media;treino
ATE-00198;Preciso da segunda via do boleto. Isso aconteceu antes de enviar outro pedido.;financeiro;portal;baixa;treino
ATE-00199;"GOSTARIA DE REGISTRAR, PRECISO SOLICITAR APROVEITAMENTO DE DOCUMENTAÇÃO JA ENTREGUE; AO MESMO TEMPO, PRECISO CONVERSAR SOBRE A ORGANIZAÇÃO DA MINHA GRADE. CONSEGUEM ME ORIENTAR?";coordenacao;presencial;media;treino
ATE-00200;Preciso conferir um livro. Minha solicitação principal é: quero entender o procedimento de trancamento;secretaria_academica;portal;media;validacao
ATE-00201;"Preciso discutir equivalência de conteúdo entre disciplinas; ao mesmo tempo, quero informações sobre calendário de matrícula.";secretaria_academica;telefone;media;treino
ATE-00202;Registro a seguinte situação: não consigo entrar no portal;suporte_tecnico;email;baixa;treino
ATE-00203;o comprovante foi enviado, mas o débito continua aberto e também não consigo abrir o ambiente virtual.;financeiro;chat;media;treino
ATE-00204;Preciso confirmar um estorno, mas tenho ainda outra questão: quero saber sobre a emissão de declaração;financeiro;portal;alta;treino
ATE-00205;Gente, preciso da segunda via do boleto.;financeiro;portal;media;treino
ATE-00206;n consigo acessar um artigo pelo portal da biblioteca. Isso aconteceu nesta semana.;biblioteca;telefone;media;treino
ATE-00207;"Bom dia, o desconto da mensalidade não apareceu; além disso, quero discutir uma decisão acadêmica. Isso pode ser verificado, por favor?";financeiro;presencial;alta;treino
ATE-00208;"meu nome saiu incorreto em um documento acadêmico; além disso, há uma questão pedagógica que preciso avaliar.";secretaria_academica;chat;alta;treino
ATE-00209;Venho informar, preciso de informações sobre vencimento e juros, mas tenho ainda outra questão: minha senha não funciona. Conseguem me orientar?;financeiro;telefone;alta;treino
ATE-00210;Registro a seguinte situação: preciso de ajuda, um livro devolvido ainda aparece comigo? Fico no aguardo.;biblioteca;portal;alta;treino
ATE-00211;Na solicitação que abri recentemente, a página apresenta erro quando tento acessar.;suporte_tecnico;presencial;media;treino
ATE-00212;Bom dia, tenho dúvida sobre um pagamento, mas o que preciso resolver primeiro é que quero informações sobre calendário de matrícula. Agradeço se puderem olhar isso.;secretaria_academica;email;media;treino
ATE-00213;Olá, quero confirmar o status da rematrícula;secretaria_academica;chat;alta;treino
ATE-00214;Antes do prazo informado, a página apresenta erro quando tento acessar.;suporte_tecnico;email;media;validacao
ATE-00215;o aplicativo não carrega;suporte_tecnico;chat;media;treino
ATE-00216;Também tenho uma pendência de empréstimo. Minha solicitação principal é: preciso corrigir meus dados acadêmicos!;secretaria_academica;presencial;alta;teste
ATE-00217;por favor, aparece uma mensagem de erro toda vez q faço login. conseguem me orientar?;suporte_tecnico;chat;baixa;treino
